,maxtemp,power,mintemp,weather,wind
2015-08-14,31,小于3级,26,雷阵雨,东南风
2015-08-15,31,小于3级,25,雷阵雨,东北风
2015-08-16,32,小于3级,25,雷阵雨~多云,微风
2015-08-17,34,小于3级,27,多云~晴,西北风
2015-08-18,35,小于3级,27,晴,东南风
2015-08-19,36,小于3级,28,晴~多云,西北风
2015-08-20,35,小于3级,28,雷阵雨~多云,西北风
2015-08-21,35,小于3级,27,晴,西北风
2015-08-22,35,小于3级,27,晴,西北风
2015-08-23,35,小于3级,27,晴,东北风
2015-08-24,35,小于3级,27,晴,西北风
2015-08-25,35,小于3级,25,晴,西北风
2015-08-26,35,小于3级,26,晴~多云,西北风
2015-08-27,34,小于3级,26,雷阵雨,西北风
2015-08-28,33,小于3级,26,雷阵雨,西北风
2015-08-29,31,小于3级,25,雷阵雨,东北风
2015-08-30,30,小于3级,24,大雨~雷阵雨,微风
2015-08-31,30,小于3级,25,大雨~雷阵雨,东北风
2015-09-01,30,小于3级,25,大到暴雨~雷阵雨,东北风
2015-09-02,30,小于3级,25,雷阵雨~多云,东南风
2015-09-03,31,小于3级,25,雷阵雨~多云,东北风
2015-09-04,33,小于3级,25,晴,西北风
2015-09-05,34,小于3级,26,晴~多云,西南风
2015-09-06,35,小于3级,26,晴~雷阵雨,西北风
2015-09-07,29,小于3级,26,中到大雨~雷阵雨,西南风
2015-09-08,32,小于3级,25,雷阵雨~多云,西北风
2015-09-09,33,小于3级,25,多云,西北风
2015-09-10,32,小于3级,26,晴,东南风
2015-09-11,32,小于3级,26,多云,东南风
2015-09-12,32,小于3级,24,多云,东北风
2015-09-13,30,小于3级,24,多云,东北风
2015-09-14,31,小于3级,23,多云,西北风
2015-09-15,32,小于3级,25,多云,西北风
2015-09-16,32,小于3级,25,多云,西北风
2015-09-17,33,小于3级,25,晴,西北风
2015-09-18,33,小于3级,26,晴~多云,东南风
2015-09-19,33,小于3级,25,雷阵雨,东南风
2015-09-20,30,小于3级,24,中雨~中到大雨,西北风
2015-09-21,29,小于3级,23,中雨~阵雨,西北风
2015-09-22,31,小于3级,24,多云,东北风
2015-09-23,33,小于3级,26,多云~晴,西南风
2015-09-24,34,小于3级,26,晴,东北风
2015-09-25,34,小于3级,26,晴~多云,西北风
2015-09-26,32,小于3级,26,多云,西北风
2015-09-27,34,小于3级,25,晴,东北风
2015-09-28,33,小于3级,25,晴~多云,东北风
2015-09-29,33,小于3级,25,多云,西北风
2015-09-30,32,小于3级,26,多云,东北风
2015-10-01,32,小于3级,24,多云~晴,东北风
2015-10-02,31,小于3级,25,晴,西北风
2015-10-03,31,小于3级,24,多云~阵雨,东北风
2015-10-04,27,小于3级,24,大到暴雨~小到中雨,东北风
2015-10-05,28,小于3级,24,中雨~阵雨,东南风
2015-10-06,28,小于3级,24,阵雨~中雨,东北风
2015-10-07,28,小于3级,24,中雨~阵雨,西北风
2015-10-08,30,小于3级,24,阴,西北风
2015-10-09,29,小于3级,21,晴,东北风
2015-10-10,27,小于3级,19,多云~小到中雨,东北风
2015-10-11,21,小于3级,18,小雨,西北风
2015-10-12,25,小于3级,17,多云,西北风
2015-10-13,27,小于3级,19,多云~晴,西北风
2015-10-14,30,小于3级,19,晴,西北风
2015-10-15,30,小于3级,20,霾,西北风
2015-10-16,31,小于3级,20,晴,西北风
2015-10-17,31,小于3级,19,晴,西北风
2015-10-18,31,小于3级,19,晴,西北风
2015-10-19,31,小于3级,20,晴,西北风
2015-10-20,29,小于3级,21,多云,西北风
2015-10-21,30,小于3级,21,多云,西北风
2015-10-22,31,小于3级,22,多云,西北风
2015-10-23,31,小于3级,22,晴,西北风
2015-10-24,31,小于3级,22,晴~多云,西北风
2015-10-25,29,小于3级,24,多云,西北风
2015-10-26,31,小于3级,23,多云,西北风
2015-10-27,29,小于3级,22,小雨~多云,西北风
2015-10-28,30,小于3级,23,多云,东南风
2015-10-29,31,小于3级,24,多云~晴,西北风
2015-10-30,30,小于3级,20,多云~小雨,东北风
2015-10-31,25,小于3级,18,小雨~多云,西北风
2015-11-01,22,小于3级,16,多云,西北风
2015-11-02,24,小于3级,17,多云,西北风
2015-11-03,26,小于3级,19,多云,西北风
2015-11-04,28,小于3级,20,多云,西北风
2015-11-05,30,小于3级,22,多云,东南风
2015-11-06,29,小于3级,23,多云,西北风
2015-11-07,29,小于3级,24,多云,微风
2015-11-08,30,小于3级,23,多云,西北风
2015-11-09,28,小于3级,20,小雨~阴,东北风
2015-11-10,25,小于3级,20,阴,微风
2015-11-11,25,小于3级,21,阴,西北风
2015-11-12,25,小于3级,19,阴~小到中雨,西北风
2015-11-13,19,小于3级,17,中到大雨,东北风
2015-11-14,23,小于3级,18,阴~多云,西北风
2015-11-15,27,小于3级,22,阴~小到中雨,东南风
2015-11-16,27,小于3级,22,小雨~阴,东南风
2015-11-17,29,小于3级,21,多云,西北风
2015-11-18,30,小于3级,21,多云,西北风
2015-11-19,29,小于3级,22,多云,西北风
2015-11-20,29,小于3级,21,多云~阴,西北风
2015-11-21,27,小于3级,21,小雨~多云,西北风
2015-11-22,28,小于3级,20,多云,西北风
2015-11-23,29,小于3级,20,多云~阴,东北风
2015-11-24,28,小于3级,16,晴~多云,西北风
2015-11-25,21,小于3级,13,多云,西北风
2015-11-26,20,小于3级,10,晴,东北风
2015-11-27,20,小于3级,12,晴~多云,西北风
2015-11-28,21,小于3级,14,阴~多云,西北风
2015-11-29,22,小于3级,15,多云,西北风
2015-11-30,23,小于3级,16,多云,西北风
2015-12-01,23,小于3级,18,多云,西北风
2015-12-02,26,小于3级,14,小雨,东北风
2015-12-03,17,小于3级,13,小雨~阴,西北风
2015-12-04,17,小于3级,13,小雨~阴,西北风
2015-12-05,16,小于3级,12,中到大雨~中雨,东北风
2015-12-06,17,小于3级,11,多云,西北风
2015-12-07,18,小于3级,11,多云,西北风
2015-12-08,17,小于3级,12,多云~小到中雨,西北风
2015-12-09,15,小于3级,12,大雨~中雨,西北风
2015-12-10,19,小于3级,12,多云,西北风
2015-12-11,20,小于3级,14,多云,东北风
2015-12-12,19,小于3级,15,多云,东南风
2015-12-13,21,小于3级,15,小雨,西北风
2015-12-14,17,小于3级,12,小雨~阴,西北风
2015-12-15,18,小于3级,10,多云,东北风
2015-12-16,17,小于3级,7,多云,东北风
2015-12-17,15,小于3级,6,晴,无持续风向
2015-12-18,16,小于3级,7,晴,西北风
2015-12-19,19,小于3级,10,晴~多云,西北风
2015-12-20,19,小于3级,14,多云~小雨,西北风
2015-12-21,19,小于3级,16,小雨~阴,西北风
2015-12-22,20,小于3级,17,阴,东北风
2015-12-23,24,小于3级,18,霾,微风
2015-12-24,25,小于3级,13,小雨,西北风
2015-12-25,16,小于3级,12,多云,东北风
2015-12-26,16,小于3级,12,小雨,西北风
2015-12-27,16,小于3级,11,小雨~阴,东北风
2015-12-28,18,小于3级,11,多云,东北风
2015-12-29,17,小于3级,11,阴~小雨,西北风
2015-12-30,16,小于3级,11,小雨~阴,东北风
2015-12-31,18,小于3级,11,多云,西北风
2016-01-01,21,小于3级,12,晴~多云,西北风
2016-01-02,22,小于3级,15,多云~阴,西北风
2016-01-03,24,小于3级,18,阴,东北风
2016-01-04,24,小于3级,18,小雨,东南风
2016-01-05,22,小于3级,16,中到大雨~小雨,东北风
2016-01-06,24,小于3级,12,晴~多云,东北风
2016-01-07,20,小于3级,13,多云,西北风
2016-01-08,21,小于3级,14,多云,西北风
2016-01-09,19,小于3级,14,多云~阴,东南风
2016-01-10,19,小于3级,13,小到中雨~中到大雨,东北风
2016-01-11,17,小于3级,11,多云,西北风
2016-01-12,17,小于3级,12,阴,东北风
2016-01-13,18,小于3级,10,多云,西北风
2016-01-14,17,小于3级,12,阴~小到中雨,东北风
2016-01-15,14,小于3级,12,中雨~小到中雨,东北风
2016-01-16,15,小于3级,12,小雨~中雨,东北风
2016-01-17,16,小于3级,9,小雨~多云,西北风
2016-01-18,19,小于3级,10,晴~多云,西北风
2016-01-19,17,小于3级,12,多云~小雨,西北风
2016-01-20,15,小于3级,12,小雨,西北风
2016-01-21,14,小于3级,10,小到中雨,西北风
2016-01-22,9,小于3级,4,小到中雨~小雨,东北风
2016-01-23,6,小于3级,2,阴,东北风
2016-01-24,6,小于3级,0,小雨~多云,东北风
2016-01-25,9,小于3级,2,多云,西北风
2016-01-26,11,小于3级,9,小雨~中到大雨,西北风
2016-01-27,10,小于3级,6,中到大雨,西北风
2016-01-28,14,小于3级,10,大到暴雨,东北风
2016-01-29,18,小于3级,11,小雨~阴,西北风
2016-01-30,18,小于3级,11,多云~阴,东北风
2016-01-31,15,小于3级,8,小雨~中到大雨,东北风
2016-02-01,9,小于3级,7,中雨~小雨,西北风
2016-02-02,10,小于3级,6,小雨~阴,东北风
2016-02-03,13,小于3级,7,阴,西北风
2016-02-04,15,小于3级,8,阴~多云,东北风
2016-02-05,16,小于3级,7,多云~晴,东北风
2016-02-06,16,小于3级,6,晴,西北风
2016-02-07,17,小于3级,5,晴,西北风
2016-02-08,20,小于3级,6,晴~多云,西北风
2016-02-09,22,小于3级,7,晴~多云,西北风
2016-02-10,21,小于3级,15,小雨,东北风
2016-02-11,22,小于3级,17,小雨,东南风
2016-02-12,24,小于3级,20,小雨,东南风
2016-02-13,27,小于3级,17,阴~小雨,东南风
2016-02-14,19,小于3级,8,阴,东北风
2016-02-15,12,小于3级,9,阴,东北风
2016-02-16,14,小于3级,8,阴~多云,西北风
2016-02-17,15,小于3级,11,阴,西北风
2016-02-18,16,小于3级,12,多云~阴,东北风
2016-02-19,15,小于3级,11,小雨~阴,东北风
2016-02-20,20,小于3级,10,多云,西北风
2016-02-21,18,小于3级,14,阴~小雨,东南风
2016-02-22,16,小于3级,11,小雨,西北风
2016-02-23,14,小于3级,10,小雨,东北风
2016-02-24,13,小于3级,10,阴,东北风
2016-02-25,14,小于3级,11,阴,西北风
2016-02-26,14,小于3级,11,阴~多云,东北风
2016-02-27,19,小于3级,9,晴,西北风
2016-02-28,21,小于3级,10,晴,西北风
2016-02-29,23,小于3级,9,晴,西北风
2016-03-01,25,小于3级,11,晴,西南风
2016-03-02,24,小于3级,12,晴,西北风
2016-03-03,24,小于3级,13,晴~多云,西北风
2016-03-04,24,小于3级,16,多云,西北风
2016-03-05,24,小于3级,18,多云,西北风
2016-03-06,25,小于3级,18,多云,东北风
2016-03-07,27,小于3级,18,多云,东南风
2016-03-08,25,小于3级,19,多云,东南风
2016-03-09,21,小于3级,10,大雨,无持续风向
2016-03-10,11,小于3级,8,大雨~小雨,西北风
2016-03-11,11,小于3级,7,阴,东北风
2016-03-12,14,小于3级,9,阴,西北风
2016-03-13,14,小于3级,11,中雨~小雨,西北风
2016-03-14,18,小于3级,12,多云~阴,东南风
2016-03-15,17,小于3级,14,阴,东北风
2016-03-16,17,小于3级,13,小雨,东北风
2016-03-17,17,小于3级,14,小雨,东北风
2016-03-18,21,小于3级,18,小到中雨~小雨,东南风
2016-03-19,25,小于3级,20,小雨~中雨,微风
2016-03-20,23,小于3级,19,中到大雨~大雨,东南风
2016-03-21,21,小于3级,18,大到暴雨~暴雨,东北风
2016-03-22,20,小于3级,18,大雨,西南风
2016-03-23,20,小于3级,14,大到暴雨~大雨,东北风
2016-03-24,16,小于3级,12,中雨~小雨,东北风
2016-03-25,18,小于3级,9,阴~多云,东北风
2016-03-26,21,小于3级,10,晴,西北风
2016-03-27,23,小于3级,10,晴,西北风
2016-03-28,23,小于3级,11,晴~多云,西北风
2016-03-29,23,小于3级,16,多云,西北风
2016-03-30,23,小于3级,18,阴,东北风
2016-03-31,25,小于3级,19,多云,东北风
2016-04-01,27,小于3级,20,阴~多云,东南风
2016-04-02,27,小于3级,20,阴,东南风
2016-04-03,26,小于3级,20,雷阵雨~中到大雨,东南风
2016-04-04,24,小于3级,20,中到大雨~阵雨,西南风
2016-04-05,27,小于3级,21,阴,西南风
2016-04-06,27,小于3级,22,阴,东南风
2016-04-07,28,小于3级,21,雷阵雨,东南风
2016-04-08,28,小于3级,23,多云,东南风
2016-04-09,29,小于3级,22,阵雨~多云,西北风
2016-04-10,25,小于3级,21,中雨~阵雨,东北风
2016-04-11,25,小于3级,21,阴,东南风
2016-04-12,25,小于3级,20,中到大雨,东南风
2016-04-13,25,小于3级,20,阵雨,东南风
2016-04-14,27,小于3级,23,阵雨~多云,东南风
2016-04-15,27,小于3级,22,小雨,东南风
2016-04-16,26,小于3级,23,雷阵雨,东南风
2016-04-17,27,小于3级,19,大雨~大到暴雨,无持续风向
2016-04-18,25,小于3级,19,阵雨~多云,西北风
2016-04-19,26,小于3级,21,多云,东南风
2016-04-20,26,小于3级,21,中雨~大雨,西北风
2016-04-21,26,小于3级,21,中到大雨,东南风
2016-04-22,26,小于3级,22,中到大雨,东南风
2016-04-23,26,小于3级,21,大到暴雨,东北风
2016-04-24,26,小于3级,21,大雨,东北风
2016-04-25,29,小于3级,23,雷阵雨,东南风
2016-04-26,28,小于3级,23,大雨~雷阵雨,微风
2016-04-27,30,小于3级,22,多云,无持续风向
2016-04-28,31,小于3级,22,多云,西北风
2016-04-29,29,小于3级,22,多云,东北风
2016-04-30,27,小于3级,22,雷阵雨~多云,东北风
2016-05-01,28,小于3级,21,多云,东南风
2016-05-02,29,小于3级,23,多云~雷阵雨,东南风
2016-05-03,30,小于3级,24,多云,东南风
2016-05-04,30,小于3级,23,多云,东南风
2016-05-05,31,小于3级,24,雷阵雨,东南风
2016-05-06,31,小于3级,25,雷阵雨,西北风
2016-05-07,31,小于3级,25,多云,东南风
2016-05-08,32,小于3级,25,多云,东南风
2016-05-09,32,小于3级,24,雷阵雨~大到暴雨,东南风
2016-05-10,29,小于3级,23,雷阵雨~阵雨,西北风
2016-05-11,31,小于3级,21,晴,西北风
2016-05-12,32,小于3级,23,多云,微风
2016-05-13,31,小于3级,24,多云,西北风
2016-05-14,31,小于3级,25,多云,东北风
2016-05-15,30,小于3级,20,中到大雨~阴,西北风
2016-05-16,27,小于3级,19,多云,西北风
2016-05-17,28,小于3级,20,多云,东南风
2016-05-18,28,小于3级,23,多云,西南风
2016-05-19,29,小于3级,24,多云,东南风
2016-05-20,27,小于3级,22,暴雨,东南风
2016-05-21,27,小于3级,23,阵雨~多云,东北风
2016-05-22,31,小于3级,23,晴,西北风
2016-05-23,31,小于3级,24,晴~多云,东北风
2016-05-24,32,小于3级,24,多云,东南风
2016-05-25,33,小于3级,26,多云,东南风
2016-05-26,33,小于3级,25,多云~雷阵雨,东北风
2016-05-27,31,小于3级,25,大雨~雷阵雨,东南风
2016-05-28,30,小于3级,25,中雨,东北风
2016-05-29,32,小于3级,26,雷阵雨,西北风
2016-05-30,33,小于3级,26,多云,东南风
2016-05-31,35,小于3级,27,多云,东南风
2016-06-01,35,小于3级,27,晴,东南风
2016-06-02,35,小于3级,27,晴,东南风
2016-06-03,35,小于3级,27,雷阵雨,东北风
2016-06-04,35,小于3级,24,雷阵雨~大雨,西北风
2016-06-05,29,小于3级,24,大到暴雨~中到大雨,西北风
2016-06-06,30,小于3级,24,雷阵雨~多云,东北风
2016-06-07,32,小于3级,25,多云~雷阵雨,微风
2016-06-08,31,小于3级,24,雷阵雨,微风
2016-06-09,31,小于3级,25,雷阵雨,西北风
2016-06-10,32,小于3级,25,雷阵雨,东北风
2016-06-11,31,小于3级,26,大雨,东北风
2016-06-12,31,小于3级,25,大雨~中到大雨,西北风
2016-06-13,31,小于3级,25,中到大雨~雷阵雨,西北风
2016-06-14,33,小于3级,25,大雨~大到暴雨,西北风
2016-06-15,33,小于3级,25,大到暴雨,东北风
2016-06-16,31,小于3级,25,中到大雨~雷阵雨,西南风
2016-06-17,32,小于3级,26,雷阵雨~多云,东北风
2016-06-18,34,小于3级,26,多云~晴,东南风
2016-06-19,35,小于3级,26,晴~多云,西南风
2016-06-20,33,小于3级,26,晴,东南风
2016-06-21,35,小于3级,27,晴,东南风
2016-06-22,36,小于3级,26,多云,东南风
2016-06-23,35,小于3级,27,晴,东南风
2016-06-24,35,小于3级,27,晴~雷阵雨,无持续风向
2016-06-25,35,小于3级,27,多云,东北风
2016-06-26,35,小于3级,28,晴~多云,东南风
2016-06-27,36,小于3级,27,晴~多云,西北风
2016-06-28,33,小于3级,26,雷阵雨,西北风
2016-06-29,32,小于3级,26,雷阵雨,东北风
2016-06-30,31,小于3级,26,中雨~中到大雨,东南风
2016-07-01,32,小于3级,26,中雨~雷阵雨,东南风
2016-07-02,32,小于3级,26,中雨,东南风
2016-07-03,33,小于3级,26,中雨~中到大雨,东南风
2016-07-12,32,小于3级,26,雷阵雨,西南风
2016-07-13,31,小于3级,26,雷阵雨,北风
2016-07-14,33,小于3级,26,雷阵雨,东南风
2016-07-15,34,小于3级,26,雷阵雨转多云,东北风
2016-07-16,35,小于3级,27,晴,东风
2016-07-17,35,小于3级,27,晴,东风
2016-07-18,35,小于3级,27,晴转多云,南风
2016-07-19,35,小于3级,27,多云,东南风
2016-07-20,35,小于3级,27,多云,东南风
2016-07-21,36,小于3级,27,晴,南风
2016-07-22,36,小于3级,27,晴,东风
2016-07-23,36,小于3级,27,晴,东南风
2016-07-24,36,小于3级,27,晴,西南风
2016-07-25,37,小于3级,28,晴,南风
2016-07-26,36,小于3级,26,多云,东南风
2016-07-27,34,小于3级,27,雷阵雨,东南风
2016-07-28,35,小于3级,27,多云,西风
2016-07-29,36,小于3级,27,晴,南风
2016-07-30,37,小于3级,28,晴,西北风
2016-07-31,37,小于3级,27,雷阵雨,南风
2016-08-01,35,微风,25,雷阵雨,微风
2016-08-02,29,1级,25,大暴雨,微风
2016-08-03,31,1级,25,雷阵雨,东风
2016-08-04,32,2级,26,多云,东南风
2016-08-05,34,1级,26,多云,北风
2016-08-06,35,1级,27,晴,东北风
2016-08-07,36,1级,27,晴,东风
2016-08-08,35,1级,27,雷阵雨,东北风
2016-08-09,34,2级,25,雷阵雨,北风
2016-08-10,31,1级,26,中到大雨,北风
2016-08-11,32,1级,26,雷阵雨,西南风
2016-08-12,30,1级,26,大雨,东北风
2016-08-13,32,1级,25,雷阵雨,东北风
2016-08-14,32,1级,26,中雨,南风
2016-08-15,31,微风,25,大雨,南风
2016-08-16,31,1级,25,大雨,东风
2016-08-17,31,2级,25,雷阵雨,东南风
2016-08-18,30,2级,25,大雨,东风
2016-08-19,32,1级,26,雷阵雨,东南风
2016-08-20,34,微风,26,多云,西南风
2016-08-21,35,2级,27,雷阵雨,南风
2016-08-22,35,2级,27,多云,东南风
2016-08-23,35,微风,27,多云,西风
2016-08-24,36,1级,28,多云,东北风
2016-08-25,36,1级,27,多云,东北风
2016-08-26,35,1级,25,雷阵雨,北风
2016-08-27,32,2级,24,雷阵雨,东北风
2016-08-28,33,2级,26,多云,东北风
2016-08-29,33,2级,26,晴,东北风
2016-08-30,32,1级,25,多云,西南风
2016-08-31,33,1级,25,雷阵雨,东风
2016-09-01,32,1级,25,中到大雨,北风
2016-09-02,31,1级,25,中到大雨,东南风
2016-09-03,31,1级,25,中雨,东南风
2016-09-04,31,1级,26,雷阵雨,东风
2016-09-05,32,2级,26,雷阵雨,东风
2016-09-06,33,1级,26,雷阵雨,东北风
2016-09-07,31,1级,25,中雨,西风
2016-09-08,32,1级,26,雷阵雨,东北风
2016-09-09,32,1级,26,雷阵雨,东风
2016-09-10,30,1级,25,大雨,东北风
2016-09-11,30,1级,25,小到中雨,南风
2016-09-12,33,1级,24,多云,北风
2016-09-13,35,1级,26,多云,东北风
2016-09-14,35,1级,26,多云,东北风
2016-09-15,34,1级,25,晴,北风
2016-09-16,34,2级,25,晴,东北风
2016-09-17,34,1级,25,晴,东北风
2016-09-18,33,2级,25,晴,北风
2016-09-19,32,2级,23,晴,北风
2016-09-20,31,1级,24,多云,东风
2016-09-21,31,1级,24,多云,北风
2016-09-22,32,1级,24,晴,西南风
2016-09-23,32,1级,25,晴,南风
2016-09-24,32,1级,25,多云,东南风
2016-09-25,33,1级,26,多云,西北风
2016-09-26,34,1级,26,多云,东北风
2016-09-27,35,1级,27,多云,南风
2016-09-28,34,2级,28,多云,南风
2016-09-29,28,1级,21,阵雨,东风
2016-09-30,26,1级,20,阵雨,北风
2016-10-01,28,1级,20,阵雨,东风
2016-10-02,31,1级,23,多云,西风
2016-10-03,33,微风,24,多云,南风
2016-10-04,32,1级,24,多云,东风
2016-10-05,33,1级,23,多云,北风
2016-10-06,32,1级,25,多云,东北风
2016-10-07,31,1级,25,多云,北风
2016-10-08,31,2级,24,雷阵雨,东北风
2016-10-09,30,2级,22,多云,东北风
2016-10-10,30,2级,22,多云,北风
2016-10-11,28,2级,21,小雨,北风
2016-10-12,25,2级,20,小到中雨,东北风
2016-10-13,28,1级,22,多云,东北风
2016-10-14,30,1级,20,多云,东北风
2016-10-15,31,1级,21,多云,东北风
2016-10-16,32,2级,24,晴,北风
2016-10-17,32,2级,23,多云,北风
2016-10-18,26,1级,23,大雨,东北风
2016-10-19,27,1级,23,阵雨,东南风
2016-10-20,31,2级,24,多云,北风
2016-10-21,27,2级,24,暴雨,西风
2016-10-22,30,1级,24,多云,东南风
2016-10-23,31,1级,24,多云,东风
2016-10-24,30,2级,24,多云,东南风
2016-10-25,31,2级,24,多云,东南风
2016-10-26,32,1级,25,晴,东北风
2016-10-27,33,1级,24,晴,东南风
2016-10-28,33,1级,22,晴,东北风
2016-10-29,29,2级,20,多云,东北风
2016-10-30,28,1级,19,晴,东北风
2016-10-31,27,2级,19,多云,东北风
2016-11-01,26,3级,17,多云,北风
2016-11-02,25,2级,17,多云,东北风
2016-11-03,25,2级,16,多云,东北风
2016-11-04,26,1级,17,晴,东北风
2016-11-05,27,1级,17,晴,北风
2016-11-06,28,1级,19,晴,东北风
2016-11-07,29,1级,19,多云,东北风
2016-11-08,25,2级,15,多云,北风
2016-11-09,19,2级,12,阴,东北风
2016-11-10,16,1级,13,小雨,北风
2016-11-11,16,1级,12,阴,东北风
2016-11-12,22,1级,16,阴,西南风
2016-11-13,28,1级,21,多云,东南风
2016-11-14,29,1级,20,多云,东北风
2016-11-15,29,1级,20,多云,南风
2016-11-16,30,1级,21,多云,南风
2016-11-17,30,1级,21,多云,东北风
2016-11-18,28,1级,22,多云,东北风
2016-11-19,27,微风,22,阵雨,东北风
2016-11-20,26,微风,22,小到中雨,南风
2016-11-21,27,1级,22,阵雨,东风
2016-11-22,26,1级,18,中到大雨,东风
2016-11-23,18,3级,10,小雨,东北风
2016-11-24,14,2级,10,阴,北风
2016-11-25,14,1级,11,小雨,南风
2016-11-26,12,2级,10,中到大雨,东北风
2016-11-27,17,1级,10,多云,北风
2016-11-28,20,1级,11,晴,东北风
2016-11-29,20,1级,11,阴,西风
2016-11-30,19,1级,11,多云,东北风
date,maxtemp,power,mintemp,weather,wind
